id,text,date,user,rt,fav,followers,verified,label
221870,"İntegral Yatırım, Arçelik için hedef fiyatını 74,98 TL'den 92,81 TL'ye yükseltti #ARCLK",2022-04-25 05:35:32+00:00,ForeksTurkey,2,89,411889,False,Gerçek#Pozitif
221871,"İş Yatırım, Arçelik için hedef fiyatını 86,8 TL'den 95,4 TL'ye yükseltti, tavsiyesini ""Al"" olarak devam ettirdi  #ARCLK",2022-04-25 05:31:55+00:00,ForeksTurkey,3,88,411889,False,Gerçek#Pozitif
221872,"Günaydınlar;

BBVA #GARAN için çağrı fiyatını 15 TL. ye çıkardı.",2022-04-25 05:31:21+00:00,borsacibaba,2,252,143417,False,Gerçek#Pozitif
221873,#garan iyi bilanço açıkladı. Güme gitmese bari...,2022-04-25 05:08:47+00:00,kursadbucak,7,604,156030,False,Pozitif#Yargı
221874,"Günaydın,

Yurt içi ve yurt dışı piyasaların bu hafta gündemi; ilk çeyrek finansal sonuçlar ve enflasyon ile ilgili gelişmeler. 

Bu hafta; #AKBNK, #GARAN, #YKBNK, #EREGL, #SISE, #TCELL, #THYAO, #TAVHL, #FROTO, #TOASO, #TTKOM, #ASELS ilk çeyrek finansallarını açıklayacak.",2022-04-25 04:47:36+00:00,omerhankrm,27,700,145128,False,Gerçek#Nötr
221875,"TradingView investing Turkishbulls taraması
Pazartesi için GÜÇLÜ AL&amp;AL veren #BIST hisseleri
#THYAO 39,74 #TUCLK 14,35
#BMSCH 8,22 #OSMEN 26,7
#GENTS 4,08 #ESCAR 35,6
#BIZIM 16,8 #RNPOL 13,63
#SNGYO 7,85 #OZRDN 7,28
#PINSU 3,81 #PEGYO 1,43
#DGNMO 2,49 #PGSUS 135,2
Kendime not YTD",2022-04-24 17:35:06+00:00,ASIM_YALCINKAYA,20,200,138764,False,Pozitif#Yargı
221876,"#arclk 1Ç22'de hafif beklenti üzeri 1.165mnTL net kar açıkladı.Ciro %117 arttı.fiyat, kur ve inorganik büyümenin etkisiyle.Maliyet artışı ile karlılık geçen yılın altında. 2022 de en az %80 büyüme bekliyor. Hisseye etkisi nötr olabilir. Düşerse ov için alım fırsatı verebilir.",2022-04-24 15:16:43+00:00,TuncayTursucu,10,674,293171,False,Pozitif#Yargı
221877,"#GOZDE 9,8&gt;20,5
#SAHOL 20,24&gt;41
#INDES 8,81&gt;17,8
#VESTL 28,42&gt;57
#ESEN 35,62&gt;71
#ARDYZ 5,27&gt;10
#DOHOL 3,71&gt;6,7
#TRGYO 7,3&gt;12,5
#GSDHO 3,78&gt;6,2
#ISCTR 10,48&gt;17
#AKBNK 9,14&gt;14,4
#SELEC 11,93&gt;18,5
#TCELL 22,76&gt;35
FKO DD FAVÖK son verilerle
en UCUZ #BIST 100 #hisse leri
KendmeNot YTD",2022-04-23 12:33:20+00:00,ASIM_YALCINKAYA,56,507,138764,False,Gerçek#Nötr
221878,#halkb ye geldiler.,2022-04-22 13:08:24+00:00,Sacro_Trade,1,206,115685,False,Nötr#Yargı
221879,"Arçelik'in bu akşam 2022 3 aylık bilançosunu açıklaması bekleniyor.
#ARCLK",2022-04-22 12:33:22+00:00,MatriksB,0,86,103690,False,Gerçek#Nötr
221880,Önceden paylaştığım analizlerim sonunda ciddi kazanç bırakıp aklımda kalanlardan #Kumbara hisselerim #TTRAK #DOAS #KORDS #SISE #ENKAI #SASA #ISDMR #EREGL #KRDMD #FROTO #TKFEN #AGHOL #BRSAN #TMSN #TIRE (Unuttuklarım olabilir) Bu hisselere ait grafik analizler sitemde mevcuttur🧿🍀,2022-04-22 09:20:52+00:00,Piri_KAPTAN,12,288,135216,False,Pozitif#Yargı
221881,"#petkm 11 lere dayandık
8 maliyetli petkm ler paket
geçen seneden 4,25 maliyetli petkmler paket
kağıt buradan düşsede düşük maliyetli mallar satılmaz ancak fazlalıklar satılır.

Falan filan güzel bir haftayı geride bıraktık.
Herkese hayırlı cumalar.",2022-04-22 09:11:39+00:00,Sacro_Trade,3,327,115685,False,Pozitif#Yargı
221882,"#GARAN ın desteği çalıştı direnç 1 tık üzerine attı

14,39 - 14,56",2022-04-22 09:10:17+00:00,efekentli__,9,208,117350,False,Pozitif#Yargı
221883,"21.04.2022 tarihinde geri alım yapan şirketler
#SAHOL 210,000 adet geri alım yaptı
#GEDIK 6,000 adet geri alım yaptı
#BOBET 218,000 adet geri alım yaptı",2022-04-22 07:48:12+00:00,zeynepxaktas,4,333,182625,False,Gerçek#Pozitif
221884,"#GARAN 

için dün değer soran arkadaşlara 14,54 direnç olarak 

yazmıştım hisse 14,53 e kadar bir yükseliş yaptı..

bu gün GARAN izleyenler için değerler

14,39 ve 14,19 destek,

14,54 ve 14,75 direnç olarak takip edilebilir.",2022-04-22 06:48:38+00:00,efekentli__,33,267,117350,False,Pozitif#Yargı
221885,"#USAK 1,60 #ADESE 0,82
#VESTL 30,16 #ARDYZ 5,43
#DOHOL 3,87 #TRGYO 7,70
#IHGZT 0,73 #BERA 10,86
#ASELS 28,52 #PEKGY 1,24
#ORGE 7,35 #BMSCH 8,03
#KFEIN 21,30 #POLHO 3,30
#ENKAI 16,07 #ULKER 18,08
Mazeretsiz CUMA kılmamak
ORUÇ tutmamak büyük kayıptır
Kendime not YTD
Hayırlı cumalar",2022-04-22 04:45:00+00:00,ASIM_YALCINKAYA,7,173,138764,False,Pozitif#Yargı
221886,"TradingView investing Turkishbulls taraması
Cuma için GÜÇLÜ AL veren #BIST hisseleri
#RYGYO 3,88 #TRGYO 7,70
#EKGYO 3,10 #THYAO 40,18
#ASELS 28,52 #VAKBN 4,75
#EREGL 36,5 #BMSCH 8,03
#TUCLK 14,48 #MAVI 86
#AYDEM 10 #ARCLK 71,5
#VBTYZ 23,74 #ECILC 10,4
#TAVHL 43,98
Kendime not YTD",2022-04-21 17:45:24+00:00,ASIM_YALCINKAYA,8,110,138764,False,Pozitif#Yargı
221887,#ekgyo da CB kararnamesinin geleceğini önceden bilenler hissede pozisyon almış.,2022-04-21 10:59:02+00:00,borsacibaba,2,108,143416,False,Nötr#Yargı
221888,"Ata Yatırım, 
#AKBNK HF 11,04 TL'den 12,09 TL'ye yükseltti, tavsiye ""al""
#GARAN HF 18,03 TL'den 19,72 TL'ye yükseltti, tavsiye ""al
#HALKB HF 5,80 TL'den 6,20 TL'ye yükseltti, tavsiye ""sat""
#ISCTR HF 8,75 TL'den 12,37 TL'ye yükseltti, tavsiye ""tut""",2022-04-21 10:45:32+00:00,ForeksTurkey,4,57,411889,False,Gerçek#Pozitif
221889,En sağlam en istikrarlı giden #thyao,2022-04-21 10:20:12+00:00,borsacibaba,2,148,143416,False,Pozitif#Yargı
221890,"Haftaya Bayramdan önce biraz kar satışı yapılır diyorum
Ama oraya kadar kağıtlarda %10 marjlar daha olacak
atıyorum #thy 45 den 
#petkm 11,30 dan
#asels 32 aralığından
ne bilim işte sizlerde kendi hesaplamalarınızı yapın kendi kağıtlarınızda
2600-2650 aralısı haftaya trend biter.",2022-04-21 10:08:31+00:00,Sacro_Trade,13,435,115685,False,Pozitif#Yargı
221891,"#toaso ile #garan ın saatlik macdları tam sonda ikisininde macdları dönüş açıları hemen hemen aynı

Bu saatlikler bugün keser yarından en yüksek haftalık kapanış getirtir bence.

Bakın isterseniz.",2022-04-21 09:51:20+00:00,Sacro_Trade,5,343,115685,False,Pozitif#Yargı
221892,"20.04.2022 tarihinde geri alım yapan şirketler
#SISE 1,192,093 adet geri alım yaptı
#BOBET 218,700 adet geri alım yaptı
#INVEO 10,000 adet geri alım yaptı

#SISE için bu fiyatlardan geri alıma ne diyorsunuz?",2022-04-21 07:15:09+00:00,zeynepxaktas,20,891,182625,False,Gerçek#Pozitif
221893,"📢FOREKSHABER ANKETİ-1. çeyrek finansal sonuç beklentileri
#AKBNK 7.348,1 milyon TL(2021 1Ç 2.027,3 milyon TL)
#ALBRK 171,0 milyon TL(2021 1Ç 55,4 milyon TL)
#GARAN 7.727,2 milyon TL(2021 1Ç 2.528,8 milyon TL)
#HALKB 1.944,4 milyon TL(2021 1Ç 59,0 milyon TL)",2022-04-21 06:53:58+00:00,ForeksTurkey,8,47,411889,False,Gerçek#Nötr
221894,"TradingView, investing Turkishbulls taraması
Perşembe için GÜÇLÜ AL veren #BIST hisseleri
#ESEN 38,28 #DOHOL 3,84
#GSDHO 3,80 #OZGYO 2,34
#DESPC 11,90 #NATEN 69,15
#PETKM 10,76 #GSDDE 4,36
#MAGEN 10,13 #ALGYO 41,76
#GENTS 3,95 #AKCNS 21,80
#MAVI 84,40 #VBTYZ 23,54
Kendime not YTD",2022-04-20 18:12:36+00:00,ASIM_YALCINKAYA,11,226,138764,False,Pozitif#Yargı
221895,"Bu #petkm adam ya
Ulan #asels şunun kadar delikanlı olamadın :(",2022-04-20 14:53:31+00:00,Sacro_Trade,2,460,115685,False,Negatif#Pozitif#Yargı
221896,"#petkm

takas mükemmel ötesi ama bir türlü kalkamadı
bence kalkacak.

Anlık 10,48
10,54 kalktımı gerçekten kırılır.",2022-04-20 13:11:47+00:00,Sacro_Trade,7,354,115685,False,Pozitif#Yargı
221897,#SISE 18.82 2'li TEPE direncini yakalar. Yeni grafik analizi direnci kırması halinde yeniden çalışırız. Bir önceki grafik analizi 28 Şubat tarihinde 12.40 ile yapmıştık bugün itibariyle 18.41 yakarak %48 prim bıraktı.  😌🧿,2022-04-20 12:43:31+00:00,Piri_KAPTAN,7,341,135216,False,Pozitif#Yargı
221898,"#asels de başlıyor

Herşey başlıyor",2022-04-20 12:34:24+00:00,Sacro_Trade,8,470,115685,False,Pozitif#Yargı
221899,"#halkb 

6 lira bence göstergeler mükemmel
Tam buradan başlıcak yukarı doğru diyorum.",2022-04-20 09:59:22+00:00,Sacro_Trade,2,273,115685,False,Pozitif#Yargı
221900,"19.04.2022 tarihinde geri alım yapan şirketler
#SISE 2,374,803 adet geri alım yaptı
#BOBET 218,700 adet geri alım yaptı
#GEDIK 150,000 adet geri alım yaptı
#INVEO 10,000 adet geri alım yaptı
#HDFGS 300,000 adet geri alım yaptı",2022-04-20 07:44:38+00:00,zeynepxaktas,20,437,182625,False,Gerçek#Pozitif
221901,"#KCHOL için stoploss seviyesi 41,45 e yükselmiştir..",2022-04-20 06:46:14+00:00,efekentli__,15,288,117350,False,Gerçek#Pozitif
221902,"Yatırım Finansman, 
#AKBNK HF 10,30 TL'den 12,30 TL'ye yükseltti, tavsiye ""endeksin üzerinde getiri""
#GARAN HF fiyatını 14,54 TL'den 19,30 TL'ye yükseltti, tavsiye ""endeksin üzerinde getiri""
#HALKB HF 4,10 TL'den 5,00 TL'ye yükseltti, tavsiye ""endeksin altında getiri""",2022-04-20 06:40:35+00:00,ForeksTurkey,5,63,411889,False,Gerçek#Pozitif
221903,"TradingView, investing Turkishbulls taraması
Çarşamba için GÜÇLÜ AL veren #BIST hisseleri
#INDES 9,05 #THYAO 38,76
#EREGL 35,88 #ALGYO 40,34
#TEZOL 16,85 #ISMEN 21,94
#ODAS 2,53 #DEVA 36,80
#PCILT 13,20 #ARCLK 69,10
#TKNSA 8,30 #HUNER 3,36
#RYSAS 5,29 #GEDZA 22,00
Kendime not YTD",2022-04-19 18:03:52+00:00,ASIM_YALCINKAYA,6,153,138764,False,Pozitif#Yargı
221904,"KAP: #FROTO FORD OTOMOTİV SANAYİ A.Ş.  Finansal Takvim:
Şirketimizin 2022 yılı 1. Çeyrek Finansal Sonuçları 27.04.2022 Çarşamba günü KAP'ta yayınlanacaktır.",2022-04-19 15:19:49+00:00,MatriksB,5,130,103690,False,Gerçek#Nötr
221905,#thyao ne oldu öyle,2022-04-19 14:40:55+00:00,borsacibaba,3,100,143416,False,Nötr#Yargı
221906,"İnfo Yatırım, Koç Holding'i %29 hedef getiri ve 41,88 TL fiyattan hisse öneri listesinden çıkardı  #KCHOL",2022-04-19 12:48:57+00:00,ForeksTurkey,0,28,411889,False,Gerçek#Negatif
221907,"#halkb dirençlere geldi
buralar kritik yerler
bir haber akışı vs mi var bilen varmı ?
anlık 6,13",2022-04-19 12:29:03+00:00,Sacro_Trade,1,226,115685,False,Nötr#Yargı
221908,Ha gayret #KCHOL ayrıl şu trendden artık ☺️,2022-04-19 09:51:12+00:00,efekentli__,11,232,117350,False,Pozitif#Yargı
221909,"18.04.2022 tarihinde geri alım yapan şirketler

#AYDEM 18.04.2022 tarihinde 300,000 adet 
#SAHOL 18.04.2022 tarihinde 2,200,000 adet
#ARCLK 18.04.2022 tarihinde 159,537 adet g
#INVEO 18.04.2022 tarihinde 2,008 adet 
geri alım yaptı.",2022-04-19 08:16:33+00:00,zeynepxaktas,5,243,182625,False,Gerçek#Pozitif
221910,"Deniz Yatırım, Türk Telekom ve Anadolu Efes'i döngüsel portföyünden çıkarırken, Coca Cola İçecek'i döngüsel portföyüne ekledi #CCOLA #AEFES #TTKOM",2022-04-19 06:51:05+00:00,ForeksTurkey,2,30,411889,False,Gerçek#Negatif#Pozitif
221911,"#GARAN da alım iştahı devam ederse 

14,70 izleriz direnç olarak bugün.",2022-04-19 06:44:21+00:00,efekentli__,19,321,117350,False,Pozitif#Yargı
221912,"Gedik Yatırım, 
#VAKBN HF fiyatını 4,50 TL'den 4,81 TL'ye yükseltti, tavsiye ""endekse paralel getiri"" 
#AKBNK HF fiyatını 10,13 TL'den 12,59 TL'ye yükseltti, tavsiye ""endeksin üzerinde getiri"" 
#GARAN HF 15,12 TL'den 18,08 TL'ye yükseltti, tavsiye ""endeksin üzerinde getiri""",2022-04-19 06:11:16+00:00,ForeksTurkey,16,132,411889,False,Gerçek#Pozitif
221913,"TradingView, investing, Turkishbulls taraması
Salı için GÜÇLÜ AL veren #BIST hisseleri
#ESEN 36,30 #MEPET 3,49
#VAKBN 4,34 #GOODY 10,62
#CIMSA 37,28 #ASELS 28,16
#MAGEN 10,03 #YATAS 14,65
#CEMTS 24,06 #ISMEN 21,40
#AKENR 1,78 #BRISA 33,16
#PCILT 12,90 #EMKEL 3,20
Kendime not YTD.",2022-04-18 18:13:13+00:00,ASIM_YALCINKAYA,10,134,138764,False,Pozitif#Yargı
221914,#garan açıldı,2022-04-18 14:21:07+00:00,borsacibaba,2,60,143416,False,Pozitif#Yargı
221915,"Coştu kapanışa doğru bizim deli tay 🙂

#GARAN",2022-04-18 14:19:18+00:00,efekentli__,8,293,117350,False,Pozitif#Yargı
221916,"Ortak alım ve satımları 

#DGNMO - Doğanlar Yatırım Holding tarafından 2.24 - 2.43 TL fiyat aralığından 250.000 TL alış işlemi gerçekleştirilmiştir.

#SAHOL - Helikon Investments Limited tarafından 21.40 - 21.82 TL fiyat aralığından 6.877.086 TL satış işlemi gerçekleştirilmiştir.",2022-04-18 13:53:45+00:00,zeynepxaktas,7,276,182625,False,Gerçek#Nötr
221917,"#gubrf de çok güzel

Saatliği mükemmel
86,60 kalkarsa sert başlar gibi gördüm.",2022-04-18 13:49:45+00:00,Sacro_Trade,7,282,115685,False,Pozitif#Yargı
221918,#HALKB Halkbank takip edenlerin gözleri nemli.. Hisli..,2022-04-18 12:59:31+00:00,SelimKMD,0,186,108729,False,Negatif#Yargı
221919,"#halkb #tavan a gidiyor arkadaşlar
#asels üstler çok dolu bi başlarsa #bank of gelebilir hızlı.",2022-04-18 12:15:16+00:00,Sacro_Trade,2,319,115685,False,Pozitif#Yargı
221920,"#asels bugün 2 kere 28 üstüne attı ikisindede geri çekildi

Bir daha 28 üstüne atarsa artık bence tamam olur.
anlık 27,90",2022-04-18 12:12:23+00:00,Sacro_Trade,5,308,115685,False,Pozitif#Yargı
221921,"#halkb başlıyor sanki

5,60 geçilirse kopabilir.",2022-04-18 11:18:55+00:00,Sacro_Trade,3,249,115685,False,Pozitif#Yargı
221922,"15.04.2022 tarihinde geri alım yapan şirketler
#SISE 15.04.2022 tarihinde 1,429,841 adet 
#BOBET 15.04.2022 tarihinde 434,760 adet
#LKMNH 15.04.2022 tarihinde 27,323 adet 
#ARCLK 15.04.2022 tarihinde 105,000 adet 
#HDFGS 15.04.2022 tarihinde 100,000 adet 
geri alım yaptı.",2022-04-18 09:11:09+00:00,zeynepxaktas,17,385,182625,False,Gerçek#Pozitif
221923,"#GARAN soran arkadaşlar için yorum yapayım 

paylaşım yerine...

12,20 ile çağrı yapıyor BBVA tabi bu çağrı karşılık 

bulmuyor. Hisse 14,00 lira.

Acaba çağrı bitiminde BBVA talep ettiği hisseleri 

tahtadan alırmı? 🤔",2022-04-18 08:58:27+00:00,efekentli__,11,250,117350,False,Nötr#Yargı
221924,Paylaştığımda 79 olan #toaso 87 olmuş,2022-04-18 07:06:27+00:00,borsacibaba,1,100,143416,False,Pozitif#Yargı
221925,"Bu hafta hisseler ve beklentilerim
#asels 27-28 arası testere sindirme devam
#gözde 10,64 üstünde 11 ütüne gidebilir
#tuprs 263 geçilirse kopar
#banka lar primlerine devam edicek
#durdo 20 üstüne gidebilir
#angen 27,50-30 arası testere devam
#ayen zirve tazeleyebilir",2022-04-17 20:11:08+00:00,Sacro_Trade,48,746,115685,False,Pozitif#Yargı
221926,"Haftalık mini liste 
#tkfen 24.04
#kervt 4.42
#Mavi 82.85
#tmsan 21.88
Cuma kapanış rakamları olup  haftaya cuma gününe kadar %5 ve üstü yapan olurmu takip edeceğim en yüksek gördüğü değeri de cuma akşam yazarım",2022-04-17 19:09:59+00:00,kaanbey2002,56,974,102199,False,Gerçek#Nötr
221927,"TradingView investing Turkishbulls taraması
Pazartesi için GÜÇLÜ AL veren #BIST hisseleri
#SELEC 13,08 #CIMSA 36,26
#MAGEN 9,93 #TTKOM 13,34
#DEVA 34,08 #CCOLA 125,9
#KORDS 41,96 #AYDEM 9,5
#EMKEL 3,07 #HUNER 2,95
#PENGD 4,20 #ALCTL 26,72
#EGEEN 1851,6 #KTSKR 34,1
Kendime not YTD",2022-04-17 14:01:44+00:00,ASIM_YALCINKAYA,40,462,138764,False,Pozitif#Yargı
221928,"Bu bilanço döneminde #XBANK ve #XULAS ile beraber #TUPRS #AKSA #EREGL #KRDMD #ARCLK #ALARK #AKSEN #CCOLA #DOAS ve #ENKAI bilançolarında hem geçtiğimiz yılın aynı dönemine göre, hem de bir önceki çeyreğe göre Satış, Favök ve Net Kar rakamlarında çok kuvvetli artışlar bekliyorum.",2022-04-16 18:42:26+00:00,omerhankrm,94,1356,145128,False,Pozitif#Yargı
221929,"#INDES 8,79&gt;18
#ESEN 34,74&gt;70
#GOZDE 10,46&gt;21
#SAHOL 21,68&gt;42
#VESTL 29,54&gt;56
#ARDYZ 5,42&gt;10
#DOHOL 3,82&gt;6,7
#TRGYO 7,27&gt;12,5
#GSDHO 3,68&gt;6,2
#VAKBN 4,1&gt;6,3
#EKGYO 2,94&gt;4,5
#TCELL 23,12&gt;35
#BERA 10,73&gt;15
FKO DD FAVÖK son verilere göre
en UCUZ #BIST 100 #hisse'leri
Kendime not YTD",2022-04-16 11:02:46+00:00,ASIM_YALCINKAYA,46,468,138764,False,Gerçek#Nötr
221930,"Bu akşamlık #xbank ve #bist100 konusunda düşüncelerimi yazdım 

Yarın biraz #bist30'a gireceğim",2022-04-15 21:35:11+00:00,TanerGenek,15,1956,361620,False,Gerçek#Nötr
221931,#hekts bedelli bedelsiz hayırlı olsun geçen sene aynı haber geldiğinde ne yapmış ona bakın keyifli haftasonları böyle para isteyen şirkete can kurban onun yatırımı senin yatırımın . Keyfe keder bedelli yapmıyor,2022-04-15 18:19:46+00:00,arifcoskun05,39,1253,204323,False,Pozitif#Yargı
221932,"Bedelli iki sebepten dolayı yapılır: 1) Mali yapıyı güçlendirmek, borç kapatmak. 2) Yatırım hedefini düşük maliyetle gerçekleştirmek. Eğer ikinci madde ise yatırımcı için olumludur.
#HEKTS sizce hangisini yapıyor?",2022-04-15 18:02:46+00:00,zeynepxaktas,40,1483,182626,False,Nötr#Yargı
221933,#HEKTS sermaye artırımını nasıl karşıladınız?,2022-04-15 17:45:55+00:00,zeynepxaktas,17,1200,182626,False,Nötr#Yargı
221934,"#HEKTS %44,18 bedelsiz, %150 bedelli sermaye artırımı açıkladı. Hep söylüyorum; bazı şirketler vardır tamamen büyümeye odaklıdır, yatırımlarını artırmak önceliğidir. #HEKTS gibi #SASA gibi. Pahalılar mı evet, borçlular mı evet. Belki uzun bir süre daha borçlu ve pahalı olacaklar.",2022-04-15 16:54:38+00:00,omerhankrm,41,1136,145128,False,Pozitif#Yargı
221935,"14.04.2022 tarihinde geri alım yapan şirketler
#SISE 2,187,012 adet geri alım yaptı
#BOBET 222,800 adet geri alım yaptı",2022-04-15 07:18:14+00:00,zeynepxaktas,5,622,182626,False,Gerçek#Pozitif
221936,"Deniz Yatırım, Arçelik ve Aygaz'ı döngüsel portföyünden çıkarırken, Türk Traktör'ü ve Vestel Beyaz Eşya'yı döngüsel portföyüne ekledi #ARCLK #AYGAZ #VESBE #TTRAK",2022-04-15 07:12:26+00:00,ForeksTurkey,3,64,411889,False,Gerçek#Negatif#Pozitif
221937,"Deniz Yatırım, Tofaş'ı 99,60 TL hedef fiyat tavsiyesi ile model portföyüne eklerken, Turkcell'i model portföyünden çıkardı #TOASO #TCELL",2022-04-15 07:05:32+00:00,ForeksTurkey,4,56,411889,False,Gerçek#Negatif#Pozitif
221938,"#IHLAS 0,58 #MEPET 3,23
#ESEN 34,22 #ARDYZ 5,46
#KLGYO 1,16 #OZGYO 2,32
#EKGYO 2,98 #ADESE 0,85
#TCELL 23,02 #FLAP 2,81
#YATAS 12,23 #AKSGY 2,45
#ULKER 17,86 #POLHO 3,24
#TEZOL 16,28 #AKENR 1,78
Mazeretsiz CUMA kılmamak
ORUÇ tutmamak büyük kayıptır
Kendime not YTD
Hayırlı cumalar",2022-04-15 04:45:00+00:00,ASIM_YALCINKAYA,3,177,138764,False,Pozitif#Yargı
221939,"TradingView investing Turkishbulls taraması
Cuma için GÜÇLÜ AL veren #BIST hisseleri
#MEPET 3,23 #TRGYO 7,16
#PNSUT 24,62 #EKGYO 2,98
#SELEC 12,99 #CEMTS 23,00
#KORDS 39,78 #BRISA 31,32
#GESAN 20,54 #PARSN 33,98
#ULUUN 8,81 #IPEKE 21,38
#PKART 18,20 #TUKAS 8,65
Kendime nottur YTD",2022-04-14 18:11:41+00:00,ASIM_YALCINKAYA,9,151,138764,False,Pozitif#Yargı
221940,"İş Yatırım, 
#VAKBN HF 4,79 TL'den 5,78 TL'ye revize etti, tavsiye ""al""
#HALKB HF 5,93 TL'den 7,00 TL'ye revize etti, tavsiye ""tut
#ALBRK HF 1,78 TL'den 2,00 TL'ye revize etti, tavsiye ""tut""
#TSKB HF 2,20 TL'den 2,40 TL'ye revize etti, tavsiye ""al""",2022-04-14 13:29:01+00:00,ForeksTurkey,16,92,411889,False,Gerçek#Pozitif
221941,"Borsa İstanbul tarafında yatırım yapan arkadaşlar,

XBANK (Banka s.)

#Garan #akbnk #İsctr #ykbnk

XGIDA (Gıda s.)

#Uluun #Petun 

XMADEN (Maden s.)

#Kozaa #Prkme #Almad

Yatırım yapılabilecek sektörler ancak önce #Bist100 düzeltmesini bekleyin sonrası değerlendirin.",2022-04-14 11:30:12+00:00,borsaparatic,15,134,220343,False,Pozitif#Yargı
221942,#BIST #PüfNoktası KISA.. KISA.. Grafiği olgunluğa yakın hisselerin kademeleri ağır yani yüksek hacimli ise hareketi hemen beklemeyin. Mallanma süreci birkaç gün sürebilir. Sonra kopuş yaşanır. #ZOREN #HLGYO #TSKB #EKGYO #AKSGY #SKBNK gibi örnekler.. #KLGYO da benzer.. 🤔😌🧿,2022-04-14 10:29:12+00:00,Piri_KAPTAN,17,282,135215,False,Pozitif#Yargı
221943,"Düne kadar #Ekgyo yüzüne kimse bakmıyordu. Herkes Eko cu olmuş :))
İleride çok yazıp çizecekler. 

ytd.",2022-04-14 08:24:45+00:00,PHOENIX07_,9,523,120446,False,Pozitif#Yargı
221944,"13.04.2022 tarihinde geri alım yapan şirketler
#BOBET 226,800 adet 
#ARCLK 330,000 adet
#LKMNH 38,704 adet 
#GEDIK 150,000 adet 
#INVEO 60,000 adet
#ULUUN 220,000 adet 
#SAHOL 1,000,000 adet 
#HDFGS 200,000 adet 
#AYDEM 500,000 adet geri alım yaptı.",2022-04-14 06:40:39+00:00,zeynepxaktas,26,507,182626,False,Gerçek#Pozitif
221945,"TradingView investing Turkishbulls tarama
Perşembe için GÜÇLÜ AL veren #BIST hisseleri
#MEPET 3,02 #PETUN 26,24
#SELEC 12,88 #GSDDE 4,12
#EREGL 35,16 #TURSG 5,77
#TTKOM 12,29 #TUCLK 13,81
#AKENR 1,78 #DEVA 33,34
#KOZAA 31,70 #BRISA 30,82
#KOZAL 170,60 #IPEKE 20,98
Kendime not YTD",2022-04-13 21:08:46+00:00,ASIM_YALCINKAYA,8,90,138764,False,Pozitif#Yargı
221946,"Aşağıdaki hisseler için birikimli hisse tablosunu oluşturacağım. Ne diyorsunuz?
#AKSA #TOASO #FROTO #DOAS #TTRAK #VESBE #EREGL #ARCLK #SISE  #BIMAS #ANHYT #ISYAT #ISMEN #BRISA #ALKIM #HEKTS #TAVHL #SARKY #ISDMR #SASA #HEKTS",2022-04-13 16:30:13+00:00,zeynepxaktas,72,2483,182626,False,Nötr#Yargı
221947,"#halkb ye kulislerde
Hic ceza kesilmeyecegi yada kesilirse cok cüzzi 100 200 m dolar civarı ceza kesileceginden bahsediliyor
Aylık grafigine bakın sadece yeterli
Bunda çoook büyük #rally başlayabilir.
Aylık grafigini müsait bir zamanda atacagım.",2022-04-13 09:59:55+00:00,Sacro_Trade,15,495,115686,False,Pozitif#Yargı
221948,"Garanti BBVA Yatırım, Koza Altın'ı 187,00 TL hedef fiyat ile model portföyüne eklerken, Akbank'ı muhafaza etti #KOZAL #AKBNK",2022-04-13 09:58:13+00:00,ForeksTurkey,2,52,411889,False,Gerçek#Pozitif
221949,"Ata Yatırım, Erdemir için hedef fiyatını 43,00 TL'den 54,00 TL'ye yükseltti, tavsiye ""endeks üzerinde getiri"" #EREGL",2022-04-13 08:50:09+00:00,ForeksTurkey,3,138,411889,False,Gerçek#Pozitif
221950,"12.04.2022 tarihinde geri alım yapan şirketler
#SISE 1,570,410 adet 
#ARCLK 225,000 adet 
#HDFGS 108,577 adet 
#INVEO 25,000 adet 
#BOBET 455,591 adet
#GEDIK 79,494 adet geri alım yaptı.",2022-04-13 08:38:39+00:00,zeynepxaktas,32,503,182626,False,Gerçek#Pozitif
221951,Sırada #asels var bugun yarın 29 zirvesini almasını bekliyorum.,2022-04-13 08:37:37+00:00,Sacro_Trade,14,517,115686,False,Pozitif#Yargı
221952,"#kozaa 
Haber öyle bir yerde geliyor ki sanki ayarlanmış gibi teknik formasyon oluşumu ile denk geliyor !",2022-04-13 07:57:59+00:00,borsacibaba,2,123,143416,False,Pozitif#Yargı
221953,"Yapı Kredi Yatırım, Tüpraş hedef fiyatını 265,00 TL’den 335,00 TL’ye yükseltti, ""al"" tavsiyesini korudu #TUPRS",2022-04-13 06:42:42+00:00,ForeksTurkey,5,89,411889,False,Gerçek#Pozitif
221954,"1.5 senedir #KOZAA ve #KOZAL taşıyan, sabreden yatırımcıları tebrik ederim 🙏🏻",2022-04-13 06:36:39+00:00,omerhankrm,9,1060,145128,False,Pozitif#Yargı
221955,1. tabi şimdi sorular geliyor. vestl nolcak? bir yıl temetü ver sonra sıfır ver?vs vs.. iyide #vestl hiç bir zaman temettü şirketi olmadıki. En son 1997 de nakit temettü verdi birde geçen yıl. o kadar. bu grupta temettü şirketi #vesbe dir.,2022-04-12 20:55:09+00:00,TuncayTursucu,19,1336,293171,False,Negatif#Yargı
